image_name,class_id,confidence_score,x_min,y_min,x_max,y_max
VAIPE_P_0_8.jpg,56,1.0,809.5174598693848,1630.6938514709473,1445.452488899231,2073.4472694396973
VAIPE_P_0_9.jpg,37,1.0,1344.486039161682,1570.5288562774658,1637.8482942581177,1945.0537433624268
VAIPE_P_0_9.jpg,8,1.0,991.7296342849731,2451.021171569824,1324.9419536590576,2957.900276184082
VAIPE_P_100_0.jpg,2,1.0,2087.8019428253174,1310.5758233070374,2426.780267715454,2133.7694249153137
VAIPE_P_100_0.jpg,43,1.0,1915.3634033203125,494.0956867933273,2647.0461044311523,1385.7098321914673
VAIPE_P_100_0.jpg,43,1.0,2319.201942443848,1454.9377670288086,2879.3783798217773,2371.764186859131
VAIPE_P_100_0.jpg,2,1.0,1734.251672744751,1327.345715045929,2123.456016540528,2158.8153862953186
VAIPE_P_100_0.jpg,91,1.0,1943.683279037476,2148.080743789673,2337.830480575561,2892.448325157165
VAIPE_P_100_1.jpg,2,1.0,1395.361310005188,1533.9243335723877,1782.468586921692,2142.729200363159
VAIPE_P_100_1.jpg,91,1.0,2382.057849884033,1111.5097568035126,2751.3517456054688,1664.6902198791504
VAIPE_P_100_1.jpg,2,1.0,2505.850736618042,598.6530811786652,3073.040033340454,1088.5628921985626
VAIPE_P_100_1.jpg,43,1.0,1850.424207687378,579.8942606449127,2516.662084579468,1078.7811934947968
VAIPE_P_100_1.jpg,43,1.0,1687.5339288711548,1626.869755268097,2388.208065032959,1942.8532977104187
VAIPE_P_100_2.jpg,91,1.0,1116.2232055664062,1358.3257999420166,1614.5527782440186,1860.5194330215452
VAIPE_P_100_2.jpg,2,1.0,1441.6756582260132,870.060665845871,2074.9119815826416,1177.3235914707184
VAIPE_P_100_2.jpg,2,1.0,2223.106922149658,1543.3582742214203,2854.9876441955566,1856.2243580818176
VAIPE_P_100_2.jpg,43,1.0,1903.0357847213745,875.3223402500153,2331.982412338257,1552.569110870361
VAIPE_P_100_2.jpg,43,1.0,1393.7332105636597,1621.8049807548523,2104.4269123077397,2055.129047870636
VAIPE_P_100_3.jpg,2,1.0,2535.640256881714,971.9178836345671,3010.9562244415283,1703.9718403816223
VAIPE_P_100_3.jpg,43,1.0,1687.3222045898438,1291.6788775920868,2478.4245071411133,1879.4004163742063
VAIPE_P_100_3.jpg,2,1.0,2443.050189971924,1648.6584720611572,2785.5794792175293,2433.738012313843
VAIPE_P_100_3.jpg,43,1.0,1386.0667247772217,1626.1367783546448,1876.8113765716555,2495.048799991608
VAIPE_P_100_3.jpg,91,1.0,1810.774437904358,1917.0588583946228,2166.5259761810303,2621.9368472099304
VAIPE_P_100_4.jpg,107,1.0,2879.4292945861816,973.414004802704,3340.233112335205,1424.414086818695
VAIPE_P_100_4.jpg,107,1.0,1532.5621662139893,964.9321517944336,2411.251796722412,1853.4923887252808
VAIPE_P_100_4.jpg,107,1.0,1112.9258193969729,2328.765629768372,1599.9184341430664,2829.2381258010864
VAIPE_P_100_4.jpg,107,1.0,2315.9608840942383,252.0454967021942,2973.530113220215,923.2736949920654
VAIPE_P_100_4.jpg,107,1.0,1141.1814193725586,10.013750553131104,1895.5435981750488,728.0416531562805
VAIPE_P_101_0.jpg,89,1.0,1716.2387437820437,1825.8009419441223,2435.260384082794,2271.655519962311
VAIPE_P_101_0.jpg,8,1.0,1756.7340524196625,1394.4293546676636,2175.683812379837,1934.6098928451536
VAIPE_P_101_0.jpg,64,1.0,1974.778670310974,2249.364858150482,2403.9692029953003,2692.568187713623
VAIPE_P_101_1.jpg,89,1.0,1895.951055049896,1968.6267375946045,2616.028977870941,2513.307190895081
VAIPE_P_101_1.jpg,64,1.0,1444.6379148960114,1700.9187197685242,1876.0809545516968,2149.7683720588684
VAIPE_P_101_1.jpg,8,1.0,1405.725376367569,2629.31746673584,1848.392709732056,3206.2508487701416
VAIPE_P_101_2.jpg,64,1.0,2184.0877697467804,1391.8736057281494,2726.045866727829,1946.931121826172
VAIPE_P_101_2.jpg,89,1.0,757.2117311954498,2339.858021736145,1663.6526176929474,2758.861939430237
VAIPE_P_101_2.jpg,8,1.0,1636.2639974355698,2362.8548011779785,2040.9333758354187,3085.8773612976074
VAIPE_P_101_3.jpg,8,1.0,2199.671554327011,1901.962839126587,2538.608843564987,2628.097608566284
VAIPE_P_101_3.jpg,89,1.0,1105.3721652030945,2499.985766410828,2038.8571915626528,3003.0320138931274
VAIPE_P_101_3.jpg,64,1.0,848.3406969308853,3065.567797660828,1390.176628947258,3624.1101503372192
VAIPE_P_101_4.jpg,107,1.0,2727.0929374694824,701.4659614562988,3496.1767616271973,1546.2062501907349
VAIPE_P_101_4.jpg,107,1.0,1535.2044296264648,1018.3672399520874,2247.4235343933105,1883.3767375946045
VAIPE_P_101_4.jpg,89,1.0,1594.7072067260742,253.29058027267456,2418.1837577819824,1180.4498949050903
VAIPE_P_101_4.jpg,89,1.0,1108.775390625,2029.89186000824,2210.168689727783,2900.4660444259644
VAIPE_P_101_5.jpg,107,1.0,364.8110961914063,475.7804718017578,556.584716796875,653.6109466552734
VAIPE_P_101_5.jpg,107,1.0,734.2555541992188,108.2962417602539,1054.47314453125,549.8667297363281
VAIPE_P_101_5.jpg,107,1.0,495.2794189453125,789.6925048828125,1019.60107421875,1311.8340454101562
VAIPE_P_102_0.jpg,43,1.0,915.0075101852416,1134.6844310760498,1789.4792318344116,1823.8441987037656
VAIPE_P_102_0.jpg,89,1.0,819.8592824935913,1887.08523273468,1619.841456413269,2359.357094764709
VAIPE_P_102_1.jpg,43,1.0,1389.935890674591,1926.1660165786743,1717.3089938163755,2499.2662467956543
VAIPE_P_102_1.jpg,89,1.0,1064.018407344818,2447.695821762085,1565.6294603347778,2677.4450855255127
VAIPE_P_102_2.jpg,89,1.0,1195.3704414367676,1604.3796172142029,1640.8599815368652,2351.61820936203
VAIPE_P_102_2.jpg,43,1.0,845.1825399398804,1024.4223375320437,1784.1284265518188,1375.7862253189087
VAIPE_P_102_3.jpg,89,1.0,1616.1749725341797,1510.707308292389,1996.7233486175537,2288.296164035797
VAIPE_P_102_3.jpg,43,1.0,716.2804670333862,980.5546288490297,1704.5107469558716,1362.871105670929
VAIPE_P_103_0.jpg,10,1.0,1834.952711105347,1077.1206464767456,2399.3264808654785,1770.3315324783323
VAIPE_P_103_0.jpg,10,1.0,469.2132704257965,1348.572335243225,1081.0015304088593,1998.3117113113403
VAIPE_P_103_0.jpg,87,1.0,1337.3845646381378,1916.1641664505005,1977.2544951438904,2347.8153533935547
VAIPE_P_103_0.jpg,64,1.0,1925.4801578521729,2793.7007846832275,2371.447523117065,3269.361219406128
VAIPE_P_103_0.jpg,64,1.0,567.908325791359,2589.441598892212,1006.1547517776488,3072.043539047241
VAIPE_P_104_0.jpg,43,1.0,878.1450390815735,1920.6092357635496,1821.6446042060848,2337.494134902954
VAIPE_P_104_0.jpg,43,1.0,478.207603096962,2207.310438156128,1421.6853976249697,2844.689130783081
VAIPE_P_104_1.jpg,77,1.0,433.3179216384888,1822.1552696228027,995.4287009239196,2355.105411529541
VAIPE_P_104_1.jpg,107,1.0,1114.554958820343,1577.118953704834,1848.3882265090945,2082.9624938964844
VAIPE_P_104_1.jpg,107,1.0,272.9781403541565,2328.5188751220703,1092.7383513450625,2889.037284851074
VAIPE_P_104_2.jpg,107,1.0,998.0787353515624,678.5012512207031,1166.6441650390625,845.5249328613281
VAIPE_P_104_2.jpg,107,1.0,572.6649169921875,733.6877746582031,836.2618408203125,1064.7223205566406
VAIPE_P_104_2.jpg,107,1.0,571.6892700195312,179.69574737548828,880.1216430664062,636.3381042480469
VAIPE_P_104_2.jpg,107,1.0,913.8406982421876,237.5755920410156,1207.5426025390625,535.00048828125
VAIPE_P_105_0.jpg,45,1.0,295.14881134033203,412.88907051086426,404.04903411865234,515.9845733642578
VAIPE_P_105_0.jpg,31,1.0,505.84564208984375,289.72389221191406,600.4206085205078,395.13404846191406
VAIPE_P_105_1.jpg,45,1.0,591.7518997192383,490.9134864807129,719.0449523925781,620.5321311950684
VAIPE_P_105_1.jpg,31,1.0,162.1066665649414,327.4407291412353,302.2759246826172,475.3648853302002
VAIPE_P_105_2.jpg,45,1.0,445.1702117919922,232.4225807189941,537.3191833496094,325.6116485595703
VAIPE_P_105_2.jpg,31,1.0,672.2835540771484,487.9130172729492,774.1075897216797,579.5062637329102
VAIPE_P_105_3.jpg,45,1.0,546.3210296630859,137.00647830963135,656.9186401367188,253.41261863708496
VAIPE_P_105_3.jpg,31,1.0,456.2538909912109,720.582275390625,578.6100769042969,847.6923751831055
VAIPE_P_105_4.jpg,45,1.0,284.93560791015625,156.04920387268066,411.9660186767578,286.0916805267334
VAIPE_P_105_4.jpg,31,1.0,176.58023834228516,436.9861793518066,315.11478424072266,574.2914772033691
VAIPE_P_105_5.jpg,45,1.0,544.9576568603516,352.90117263793945,691.3059997558594,499.5055961608887
VAIPE_P_105_5.jpg,31,1.0,425.7743835449219,371.6170406341553,567.8714752197266,528.548755645752
VAIPE_P_106_0.jpg,104,1.0,1238.9236392974854,1901.4405326843264,2358.5429220199585,2314.133354187012
VAIPE_P_106_0.jpg,91,1.0,1326.5322804450989,2270.7344284057617,2007.66085767746,2994.0952949523926
VAIPE_P_106_1.jpg,104,1.0,1802.717966079712,1725.022536277771,2381.478899002075,2780.263858795166
VAIPE_P_106_1.jpg,91,1.0,1587.587396621704,2244.08620262146,2099.8039169311523,2987.569364547729
VAIPE_P_106_2.jpg,91,1.0,882.993316411972,2133.3978309631348,1643.6241459846497,2790.890670776367
VAIPE_P_106_2.jpg,104,1.0,1456.2931838035583,2927.2393856048584,2706.972503185272,3443.8471240997314
VAIPE_P_106_3.jpg,91,1.0,1585.967908859253,2296.4833488464355,2286.3749599456787,2691.6349182128906
VAIPE_P_106_3.jpg,104,1.0,1809.6090931892395,2983.4175510406494,2837.418773174286,3450.908700942993
VAIPE_P_106_4.jpg,104,1.0,2128.7342376708984,1009.4061834812164,2511.6414756774902,1878.2352561950684
VAIPE_P_106_4.jpg,91,1.0,2618.000633239746,1122.8918437957764,2952.105731964112,1748.4937291145325
VAIPE_P_106_5.jpg,104,1.0,1952.2576203346248,1724.036129951477,2347.3823704719543,2649.6694679260254
VAIPE_P_106_5.jpg,91,1.0,1012.2807004451752,2300.141836166382,1540.1855471134186,2909.548044204712
VAIPE_P_106_6.jpg,104,1.0,1692.8278970718384,1913.352822303772,2297.8375968933105,2741.4500370025635
VAIPE_P_106_6.jpg,91,1.0,1155.2112908363342,2302.0720825195312,1709.8035464286804,2753.851100921631
VAIPE_P_106_7.jpg,104,1.0,2026.8967037200928,784.9865341186523,2406.4429264068604,1363.9818277359009
VAIPE_P_106_7.jpg,91,1.0,1979.0225343704224,1467.3011240959167,2406.706443786621,1737.8194298744202
VAIPE_P_106_8.jpg,107,1.0,2281.0405654907227,1317.0842871665957,2749.835700988769,1858.8883666992188
VAIPE_P_106_8.jpg,107,1.0,2107.624740600586,2083.8905725479126,2595.2311477661133,2650.1631059646606
VAIPE_P_106_8.jpg,107,1.0,2200.9310417175293,268.9592750072479,3281.709423065185,1045.8330688476562
VAIPE_P_106_8.jpg,107,1.0,1085.6338062286377,1858.0021047592163,1930.8990268707275,2770.8814630508423
VAIPE_P_106_8.jpg,107,1.0,1115.9707489013672,356.68037152290344,2194.8027305603027,1577.7879610061646
VAIPE_P_107_0.jpg,10,1.0,1059.5445041656494,1261.4980716705322,1726.2973079681396,1926.0809726715088
VAIPE_P_107_0.jpg,90,1.0,1685.4658126831057,1360.8452954292295,2126.609046936035,1995.49094581604
VAIPE_P_107_1.jpg,10,1.0,1164.8854866027832,763.91570520401,1850.694694519043,1504.797161579132
VAIPE_P_107_1.jpg,90,1.0,1814.4624366760252,871.6166281700134,2312.564838409424,1557.2334251403809
VAIPE_P_107_2.jpg,90,1.0,1029.9133386611938,1473.5086784362793,1966.9355392456052,1920.4334335327148
VAIPE_P_107_2.jpg,10,1.0,620.3090071678162,2055.8359451293945,1719.588249206543,2788.2306518554688
VAIPE_P_107_3.jpg,10,1.0,1716.56915473938,789.7782597541809,2358.409412384033,1207.016574382782
VAIPE_P_107_3.jpg,107,1.0,1534.037166595459,1487.7131423950195,2084.6056022644043,1900.6369457244875
VAIPE_P_108_0.jpg,26,1.0,1039.9900846481323,2166.9950981140137,1825.471046447754,2861.328426361084
VAIPE_P_108_0.jpg,7,1.0,793.4449725151062,2351.8091011047363,1127.3878226280212,2686.913806915283
VAIPE_P_108_1.jpg,7,1.0,1043.950595855713,1781.3140411376953,1428.7697839736938,2161.7257118225098
VAIPE_P_108_1.jpg,26,1.0,1042.698257446289,2318.702522277832,2007.693494796753,2842.026168823242
VAIPE_P_108_2.jpg,26,1.0,1327.671305179596,1611.8049545288086,1922.1036987304688,2487.4887084960938
VAIPE_P_108_2.jpg,7,1.0,1034.7721881866455,2332.338855743408,1394.0575876235962,2708.336940765381
VAIPE_P_108_3.jpg,26,1.0,539.1206903457642,1995.5458602905276,1584.599578857422,2509.9740829467773
VAIPE_P_108_3.jpg,7,1.0,877.0330638885498,2381.9683227539062,1272.3568983078003,2766.205741882324
VAIPE_P_108_4.jpg,26,1.0,950.100917816162,2254.359100341797,1703.4949436187744,3177.7004470825195
VAIPE_P_108_4.jpg,7,1.0,972.797749042511,1556.4052619934082,1378.470678806305,1959.2258834838867
VAIPE_P_108_5.jpg,26,1.0,1011.3333806991576,1998.116626739502,1741.814372062683,2555.2151985168457
VAIPE_P_108_5.jpg,7,1.0,869.5534601211548,1761.9031562805176,1174.540941238403,2056.4088821411133
VAIPE_P_108_6.jpg,26,1.0,1440.3312034606934,1507.7771129608154,2037.3285655975344,1902.4055042266848
VAIPE_P_108_6.jpg,107,1.0,432.1736397743225,1008.0161018371582,1367.2374844551086,1950.9382438659668
VAIPE_P_108_6.jpg,107,1.0,1435.7794904708862,2057.205322265625,1812.5787019729612,2434.579032897949
VAIPE_P_108_6.jpg,107,1.0,763.0924386978149,2078.1165618896484,1567.1180305480957,2871.290657043457
VAIPE_P_108_7.jpg,107,1.0,2545.7780799865723,1171.4872398376465,3508.505962371826,1842.7573900222776
VAIPE_P_108_7.jpg,107,1.0,1546.33380317688,1383.7267870903015,2042.7434692382808,1907.4746990203855
VAIPE_P_108_7.jpg,107,1.0,595.8596591949463,1816.3550033569336,1284.5896682739258,2795.87109375
VAIPE_P_108_7.jpg,26,1.0,2370.993118286133,1887.875999450684,3404.26579284668,2594.3722229003906
VAIPE_P_108_7.jpg,107,1.0,1355.670627593994,299.1778421401977,2172.1116371154785,1224.3365335464478
VAIPE_P_108_7.jpg,107,1.0,1232.8912353515625,2097.106816291809,2177.6215896606445,3021.862120628357
VAIPE_P_109_0.jpg,8,1.0,117.5810408592224,775.6719207763672,339.9917793273926,949.6836090087892
VAIPE_P_109_0.jpg,46,1.0,354.3332004547119,604.1595077514648,473.4201908111572,717.4608612060547
VAIPE_P_109_1.jpg,8,1.0,421.3291931152344,546.3394546508789,589.6117401123047,663.5739898681641
VAIPE_P_109_1.jpg,46,1.0,499.2073059082031,341.82769775390625,587.9806518554688,431.4746475219727
VAIPE_P_109_2.jpg,107,1.0,1194.0832242965698,1288.0335388183594,1878.3542261123655,2076.6436042785645
VAIPE_P_109_2.jpg,107,1.0,1514.7267379760742,1940.6504917144773,2019.6855182647705,2434.1887435913086
VAIPE_P_109_2.jpg,107,1.0,826.3829326629639,1762.2666492462158,1309.4510250091553,2287.9595489501958
VAIPE_P_109_2.jpg,107,1.0,867.920175075531,2266.506134033203,1376.907238483429,2758.302864074707
VAIPE_P_109_2.jpg,107,1.0,748.1713078022003,1996.734031677246,1069.6231727600098,2314.631401062012
VAIPE_P_109_3.jpg,107,1.0,558.3429043292999,1670.3809146881104,963.8047227859496,2051.580253601074
VAIPE_P_109_3.jpg,107,1.0,1746.993335723877,2171.1325492858887,2137.2560863494878,2740.5593605041504
VAIPE_P_109_3.jpg,107,1.0,829.2257480621338,1907.4775829315183,1324.307312965393,2388.878173828125
VAIPE_P_109_3.jpg,107,1.0,828.6232810020447,2393.4376373291016,1323.840389728546,2882.9878005981445
VAIPE_P_109_4.jpg,107,1.0,307.3851585388184,633.1728363037109,510.1753234863281,829.2964935302734
VAIPE_P_109_4.jpg,107,1.0,436.9777393341065,428.7453842163086,538.4445190429688,529.554328918457
VAIPE_P_109_4.jpg,107,1.0,248.50358963012692,871.1367797851562,351.5393829345703,971.7228698730468
VAIPE_P_10_0.jpg,54,1.0,1078.6942448616028,1983.1436004638672,1644.084391593933,2512.650833129883
VAIPE_P_110_0.jpg,54,1.0,1121.988510131836,1687.6845016479492,1712.9887790679932,2245.051998138428
VAIPE_P_111_0.jpg,43,1.0,448.4195709228516,1303.126096725464,932.1193099021912,2193.8326358795166
VAIPE_P_111_0.jpg,2,1.0,1358.048379421234,2437.265634536743,1981.050431728363,3185.406446456909
VAIPE_P_111_0.jpg,43,1.0,996.2676465511322,1350.479245185852,1782.0178270339966,2028.0132293701167
VAIPE_P_111_0.jpg,91,1.0,1361.1505329608915,2061.375379562378,2095.663547515869,2450.787305831909
VAIPE_P_111_0.jpg,2,1.0,819.1535174846649,1587.101697921753,1192.003458738327,2385.5948448181152
VAIPE_P_111_1.jpg,107,1.0,1291.396569728851,1399.3046836853027,1912.4321422576904,1693.1906089782717
VAIPE_P_111_1.jpg,107,1.0,1871.360200881958,1480.9384746551514,2422.483549118042,1904.927484512329
VAIPE_P_111_1.jpg,107,1.0,790.6108989715576,1904.2357063293457,1483.6071739196775,2201.164157867432
VAIPE_P_112_0.jpg,54,1.0,1146.8516092300415,1987.015251159668,1546.1483917236328,2377.27091217041
VAIPE_P_112_1.jpg,54,1.0,1142.0307912826538,1978.976348876953,1566.0938816070557,2393.26700592041
VAIPE_P_112_1.jpg,46,1.0,934.6978583335876,2102.601448059082,1174.2120852470398,2342.080947875977
VAIPE_P_112_2.jpg,107,1.0,906.2298583984376,819.633544921875,1275.4827880859375,1191.03076171875
VAIPE_P_112_2.jpg,107,1.0,321.6873474121094,323.3790435791016,546.615478515625,541.7140960693359
VAIPE_P_112_2.jpg,107,1.0,323.243408203125,820.411376953125,641.4033813476562,1124.4168090820312
VAIPE_P_112_2.jpg,46,1.0,701.0060424804688,220.79390716552732,985.6287231445312,510.8128967285156
VAIPE_P_113_0.jpg,91,1.0,135.17231303453443,229.5787962079048,198.79206824302676,258.99518352746964
VAIPE_P_113_0.jpg,10,1.0,129.16154277324677,109.84184831380844,192.84515511989596,162.8974592089653
VAIPE_P_113_0.jpg,91,1.0,27.87020944058895,225.92364263534543,90.05229026079178,264.4683656692505
VAIPE_P_113_0.jpg,10,1.0,126.09577012062071,348.46733397245407,202.21938300132751,384.3695909380913
VAIPE_P_113_1.jpg,107,1.0,533.8354110717773,308.3591651916504,753.3343505859375,522.0095443725586
VAIPE_P_113_1.jpg,107,1.0,490.95142364501953,280.4644775390625,634.3512344360352,447.1115684509277
VAIPE_P_113_1.jpg,107,1.0,491.9636917114258,523.6178970336914,581.7184066772461,616.0486221313477
VAIPE_P_113_1.jpg,107,1.0,358.5488510131836,447.192964553833,450.1808547973633,538.3527374267578
VAIPE_P_113_1.jpg,107,1.0,433.9862060546875,339.3574905395508,510.8240509033203,460.832405090332
VAIPE_P_114_0.jpg,10,1.0,141.76236069202423,171.1065958738327,175.88527524471283,230.32627147436145
VAIPE_P_114_0.jpg,91,1.0,83.66802549362183,258.9267726540565,133.54080140590668,299.8575170636177
VAIPE_P_114_1.jpg,10,1.0,1133.0623683929443,2052.546604156494,1564.4069738388062,2512.2112770080566
VAIPE_P_114_1.jpg,107,1.0,1267.2766184806824,2382.4184532165527,1877.3217859268188,2776.908176422119
VAIPE_P_114_1.jpg,107,1.0,1801.1259698867798,1609.9641780853271,2133.311797142029,1930.15305519104
VAIPE_P_114_1.jpg,107,1.0,751.6858942508698,2354.6048126220703,1225.9542274475098,2752.005844116211
VAIPE_P_114_1.jpg,10,1.0,1014.6208591461182,2594.2674407958984,1361.5638399124146,3168.939125061035
VAIPE_P_114_2.jpg,107,1.0,1516.81809425354,1148.0704865455627,1939.5078449249268,1568.2941598892212
VAIPE_P_114_2.jpg,107,1.0,1297.896417617798,1494.427544116974,1929.567506790161,2087.2829661369324
VAIPE_P_114_2.jpg,107,1.0,1168.3499450683594,870.4018728733063,1687.295139312744,1551.1190271377563
VAIPE_P_114_2.jpg,107,1.0,659.9840755462646,1430.1332709789276,1329.1333150863647,2074.3298320770264
VAIPE_P_114_2.jpg,107,1.0,901.6881337165833,2034.1604089736936,2013.624383926392,2477.849123954773
VAIPE_P_114_2.jpg,107,1.0,429.9275901317597,708.5679702758789,1210.0465879440308,1466.481415271759
VAIPE_P_115_0.jpg,46,1.0,435.8880233764648,441.3224315643311,531.9673538208008,527.9043388366699
VAIPE_P_115_1.jpg,12,1.0,568.9936637878418,496.1191940307617,668.2145118713379,597.4261093139648
VAIPE_P_115_2.jpg,46,1.0,435.0410270690918,780.3150939941406,524.3834495544434,868.2838439941406
VAIPE_P_115_3.jpg,46,1.0,361.3391876220703,677.940673828125,458.382625579834,773.9506530761719
VAIPE_P_115_4.jpg,107,1.0,2471.422519683838,1428.8688898086548,2922.2876167297363,1874.7637224197388
VAIPE_P_115_4.jpg,107,1.0,1811.265649795532,812.7768731117249,2333.4924125671387,1147.7071738243103
VAIPE_P_115_4.jpg,107,1.0,1705.4131507873535,1506.473264694214,2164.682941436768,2191.2513542175293
VAIPE_P_115_4.jpg,107,1.0,473.6346173286438,1115.8247995376587,1259.9428176879885,1766.7205381393433
VAIPE_P_115_4.jpg,107,1.0,1593.2511806488037,8.396433591842651,2054.4877529144287,465.4702234268189
VAIPE_P_115_5.jpg,107,1.0,3171.6884536743164,1119.124966621399,3639.156028747559,1586.8182077407837
VAIPE_P_115_5.jpg,107,1.0,562.1104488372803,994.5206294059752,1031.2933502197266,1463.8586010932922
VAIPE_P_115_5.jpg,107,1.0,1512.1216049194336,1107.4665756225586,2053.485076904297,1658.9012060165403
VAIPE_P_115_5.jpg,107,1.0,1624.6781330108645,2257.9984159469604,2458.608741760254,2833.451519966125
VAIPE_P_115_6.jpg,107,1.0,3078.5345191955566,1159.6566252708435,3559.128215789795,1627.721981048584
VAIPE_P_115_6.jpg,107,1.0,603.65709400177,1397.2206072807312,1178.9308547973633,1955.64737033844
VAIPE_P_115_6.jpg,107,1.0,1617.257469177246,422.44530630111694,2050.9630966186523,865.3103256225586
VAIPE_P_115_6.jpg,107,1.0,2565.455726623535,229.28986072540283,3260.3389205932617,925.380301952362
VAIPE_P_115_6.jpg,107,1.0,1665.9863147735596,1485.0741834640503,2894.7046508789062,2518.123595237732
VAIPE_P_116_0.jpg,24,1.0,1112.5696563720703,1569.462289810181,2009.5283832550049,1968.4220752716064
VAIPE_P_116_0.jpg,24,1.0,1167.0954036712646,1858.6433544158936,2084.325862884521,2298.3522033691406
VAIPE_P_116_1.jpg,107,1.0,2759.9475479125977,347.1945118904114,3807.859306335449,1485.883333683014
VAIPE_P_116_1.jpg,107,1.0,642.4616622924805,888.0645704269409,1319.0995025634766,1837.9974031448364
VAIPE_P_116_1.jpg,107,1.0,2248.200740814209,1765.1838970184326,2843.6887550354004,2346.948080062866
VAIPE_P_116_1.jpg,107,1.0,2028.875207901001,434.5585012435913,2547.9497146606445,967.2918748855592
VAIPE_P_116_1.jpg,107,1.0,1387.1231937408447,1406.4801049232483,1741.74542427063,1753.052000999451
VAIPE_P_116_1.jpg,107,1.0,1214.8743343353271,1965.0100994110107,1729.0525913238523,2966.8941593170166
VAIPE_P_116_2.jpg,107,1.0,1681.850128173828,593.4995269775391,2180.084686279297,1206.4281463623047
VAIPE_P_116_2.jpg,107,1.0,1057.912139892578,1175.0046157836914,1535.5067443847656,1654.998435974121
VAIPE_P_116_2.jpg,107,1.0,674.0492248535156,892.3892784118652,990.3288269042968,1309.1578674316406
VAIPE_P_116_2.jpg,107,1.0,438.3846664428711,1091.9007110595703,973.9161682128906,1667.9528045654297
VAIPE_P_116_2.jpg,107,1.0,180.25165557861328,428.576774597168,671.9683837890625,887.7651214599609
VAIPE_P_116_3.jpg,107,1.0,1742.1860361099243,1465.668285369873,2298.612536430359,2162.377956390381
VAIPE_P_116_3.jpg,107,1.0,931.4238982200624,1588.155080795288,1458.2477717399595,2023.8771629333496
VAIPE_P_116_3.jpg,107,1.0,1849.8157625198364,2315.2295722961426,2147.436472892761,2621.789806365967
VAIPE_P_116_3.jpg,107,1.0,1401.1730976104736,2056.989990234375,1691.084753036499,2349.384452819824
VAIPE_P_116_3.jpg,107,1.0,1078.762016773224,2207.8759803771973,1350.1501307487488,2506.702045440674
VAIPE_P_117_0.jpg,7,1.0,1713.387119293213,1383.966962814331,2002.6405220031736,1696.782159805298
VAIPE_P_117_0.jpg,91,1.0,1031.8670082092283,1874.8277435302732,1480.4332494735718,2571.6032638549805
